Timestamp,What is your country of origin?,In which country do you currently reside ?,How old are you ?,Sex,What is your blood group ?,Are you in a relationship ?,What is the blood group of your partner ?,I like helping people.,I enjoy being part of a group.,I choose my words with care.,I take charge.,I get nervous talking to people I don't know. ,I like order.,I get upset easily.,I am modest about what I have achieved.,I seek adventure.,I enjoy being the center of attention. ,I prefer variety to routine.,I feel others' emotions.,I find it hard to trust people. ,I avoid arguing even when I disagree. ,I avoid being alone.,I am more of a detailed-oriented than a big picture person. ,I tend to focus on present realities rather than future possibilities. ,I would rather go with the flow than have a set schedule.,I often talk about my own feelings and emotions. ,After an exhausting week a fun party is just what I need.,I rarely feel insecure. 
2020/01/28 3:22:28 am GMT-8,Côte d'Ivoire,Côte d'Ivoire,26,Female,O+,Yes,A+,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree
2020/01/28 3:45:07 am GMT-8,Côte d'Ivoire ,Côte d'Ivoire ,26,Male,O+,Yes,O+,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree
2020/01/28 3:59:09 am GMT-8,Canada,Canada,33,Male,A-,No,N/A,Agree,Neutral,Strongly Agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree
2020/01/28 4:01:08 am GMT-8,Nigeria ,Nigeria ,32,Female,O+,No,I don't know,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Agree
2020/01/28 4:40:11 am GMT-8,Cote d'Ivoire,USA,25,Male,A+,No,N/A,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Strongly agree
2020/01/28 5:31:13 am GMT-8,Ghana ,Ghana ,27,Female,AB+,No,I don't know,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Agree
2020/01/28 5:41:58 am GMT-8,India,India,24,Female,B+,Yes,B+,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree
2020/01/28 6:29:08 am GMT-8,Ghana,US,26,Male,B+,No,N/A,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree
2020/01/28 6:35:58 am GMT-8,Nigeria ,USA ,27,Male,O+,Yes,I don't know,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree
2020/01/28 6:38:14 am GMT-8,Cameroon,Cameroon,27,Female,O+,Yes,I don't know,Neutral,Neutral,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree
2020/01/28 8:24:35 am GMT-8,Canada,Canada,49,Female,A-,Yes,O+,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Agree,Disagree,Agree
2020/01/28 8:26:32 am GMT-8,Cote d ivoire,Cite d d'ivoire ,28,Male,O+,Yes,O+,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree
2020/01/28 8:38:40 am GMT-8,India,India,40,Male,O+,Yes,O-,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral
2020/01/28 9:00:00 am GMT-8,Ghana ,Ghana ,33,Male,O+,Yes,B+,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly agree
2020/01/28 10:42:12 am GMT-8,Ivory Coast,Ivory Coast,40,Male,O-,Yes,B+,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Agree,Strongly agree
2020/01/28 11:41:40 am GMT-8,United States,United States,29,Female,O+,Yes,I don't know,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly disagree,Disagree
2020/01/28 11:58:28 am GMT-8,India,United States of America,29,Female,B-,Yes,O+,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Disagree,Disagree
2020/01/28 12:35:12 pm GMT-8,South Africa ,South Africa,30,Female,B+,Yes,I don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree
2020/01/28 2:26:58 pm GMT-8,Cameroon,Germany,32,Male,A+,No,N/A,Agree,Neutral,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree
2020/01/28 2:27:04 pm GMT-8,Cameroon,Germany,32,Male,A+,No,N/A,Agree,Neutral,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree
2020/01/28 2:42:46 pm GMT-8,Pakistan,Pakistan,33,Male,A+,No,A+,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Agree
2020/01/28 3:35:02 pm GMT-8,Ivory Coast,Ivory Coast,27,Female,O+,Yes,A+,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Agree
2020/01/28 6:35:03 pm GMT-8,Cote d'Ivoire,Cote d'Ivoire,35,Male,A+,Yes,AB+,Agree,Neutral,Agree,Agree,Strongly disagree,Neutral,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Strongly agree
2020/01/28 10:17:55 pm GMT-8,Angola,Angola,30,Female,O+,No,I don't know,Strongly Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree
2020/01/28 10:42:36 pm GMT-8,Philippines,Canada,25,Female,B+,Yes,I don't know,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Agree
2020/01/29 6:15:01 am GMT-8,nigeria,USA,26,Male,O-,No,N/A,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral
2020/01/29 9:41:49 am GMT-8,India,Canada,40,Male,A+,Yes,O+,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree
2020/01/29 2:51:43 pm GMT-8,Canada,Canada,30,Male,A+,Yes,O-,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree
2020/01/29 4:05:33 pm GMT-8,China,Canada,24,Male,AB+,No,N/A,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree
2020/01/29 5:18:12 pm GMT-8,Ghana,United States,27,Female,O+,Yes,I don't know,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Disagree,Agree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree
2020/01/30 4:35:26 am GMT-8,Tanzania,USA,27,Male,AB+,No,N/A,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly agree,Strongly Agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Disagree,Neutral
2020/01/30 4:41:34 am GMT-8,Côte d'Ivoire,Côte d'Ivoire,26,Male,O+,Yes,A+,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly Agree,Disagree,Agree,Strongly agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree
2020/01/30 7:47:40 am GMT-8,Senegal,Senegal,26,Female,O+,Yes,A-,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree
2020/01/30 8:37:39 am GMT-8,Ghana,Ghana,33,Male,O-,Yes,B+,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree
2020/01/30 6:58:12 pm GMT-8,China,Canada,32,Female,O+,Yes,I don't know,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree
2020/01/30 10:03:26 pm GMT-8,Zimbabwe,United States of America,28,Male,O+,Yes,I don't know,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral
2020/01/30 11:40:14 pm GMT-8,United states ,United states ,39,Female,O-,Yes,I don't know,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
2020/01/31 10:00:43 am GMT-8,India,India,33,Male,AB+,Yes,O+,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree
2020/01/31 10:46:30 am GMT-8,Nigeria ,United States,21,Female,A+,No,I don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree
2020/01/31 11:00:57 am GMT-8,Sénégal ,Sénégal ,34,Female,B+,No,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral
2020/01/31 3:46:02 pm GMT-8,Canada,Canada,26,Female,B+,Yes,I don't know,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Disagree
2020/01/31 7:06:57 pm GMT-8,United States,United States,21,Male,A-,Yes,O-,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral
2020/01/31 10:51:35 pm GMT-8,Nigeria,Hong Kong,27,Female,O+,No,I don't know,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree
2020/01/31 11:13:03 pm GMT-8,Cote d'Ivoire,USA,25,Male,A+,No,N/A,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Strongly agree
2020/02/01 12:58:41 pm GMT-8,India,Hong Kong SAR,39,Male,O+,Yes,A+,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree
2020/02/01 6:30:42 pm GMT-8,Canada,Canada,31,Female,O+,Yes,I don't know,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
2020/02/03 8:08:59 am GMT-8,Nigeria,USA,39,Male,O+,Yes,AB+,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
2020/02/04 1:33:10 pm GMT-8,Vietnam,United States,20,Female,O+,Yes,B+,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree
2020/02/05 10:22:11 am GMT-8,India,India,22,Male,O+,Yes,A+,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree
2020/02/06 12:18:32 pm GMT-8,India,India,31,Male,B+,Yes,B+,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly agree
2020/02/07 12:58:41 pm GMT-8,India,Canada,25,Male,B+,No,I don't know,Agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral
2020/02/07 1:21:43 pm GMT-8,India,Canada,25,Female,A+,Yes,I don't know,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral
2020/02/07 1:59:18 pm GMT-8,Canada,Canada,28,Female,B+,Yes,I don't know,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree
2020/02/08 5:34:18 am GMT-8,India,India,20,Female,O+,No,N/A,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
2020/02/13 8:19:41 am GMT-8,Nigeria ,Lagos,25,Female,O+,No,I don't know,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Disagree,Agree
2020/02/13 8:29:13 am GMT-8,Nigerian ,Nigeria,26,Female,O+,No,I don't know,Neutral,Strongly Agree,Neutral,Agree,Strongly disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree
2020/02/13 8:44:58 am GMT-8,Nigeria ,Nigeria ,32,Male,O+,Yes,O+,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree
2020/02/13 8:51:11 am GMT-8,Nigeria,Nigeria,26,Female,A+,Yes,A+,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly disagree,Agree
2020/02/13 3:26:39 pm GMT-8,Nigeria,Nigeria,31,Female,B-,No,O+,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree
2020/02/13 6:05:37 pm GMT-8,United States,United States,65,Female,B+,Yes,O+,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Neutral
2020/02/13 11:04:47 pm GMT-8,Nigeria ,Nigeria ,27,Female,O-,No,N/A,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree
2020/02/14 9:08:59 pm GMT-8,Nigeria,Nigeria,27,Male,O-,Yes,O+,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Disagree,Agree,Agree
2020/02/15 5:11:46 am GMT-8,India,Ireland,27,Female,O+,No,N/A,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Disagree,Strongly disagree
2020/02/17 5:17:40 am GMT-8,Nigeria,Nigeria,26,Female,O+,No,N/A,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Strongly disagree,Agree
